#{"t_start": 1774834045.8859305, "env_id": "None"}
r,l,t
16.7,163,292.730274
12.3,134,292.856775
12.8,139,292.944731
12.3,134,293.029041
12.3,134,293.117173
12.4,135,293.207981
12.3,134,293.291972
12.3,134,293.374938
16.2,158,293.472455
12.3,134,293.561087
12.3,134,293.645733
13.8,149,293.73827
9.2,103,293.801185
12.3,134,293.890953
12.3,134,293.975918
3.4,45,294.002092
4.0,51,294.0339
12.3,134,294.121864
12.3,134,294.210995
12.7,138,294.295352
12.3,134,294.3786
12.3,134,294.466809
13.5,146,294.560724
13.2,143,294.65055
16.0,156,294.7479
13.8,149,294.860892
13.9,150,295.009934
5.8,69,295.065538
12.9,140,295.155295
5.2,63,295.200568
12.3,134,295.283107
13.8,149,295.374961
25.2,248,295.527057
12.3,134,295.613547
13.6,147,295.704733
6.6,77,295.751406
12.3,134,295.833628
16.3,159,295.941487
12.3,134,296.024922
15.8,154,296.121785
13.9,150,296.223435
13.6,147,296.354518
12.3,134,296.436808
13.6,147,296.528603
12.3,134,296.612373
16.1,157,296.714786
12.7,138,296.799975
16.6,162,296.905411
13.0,141,297.044652
12.3,134,297.15815
5.2,63,297.209738
12.3,134,297.295226
5.9,70,297.348327
5.3,64,297.389893
13.8,149,297.489551
13.2,143,297.576883
12.4,135,297.682237
12.3,134,297.786011
12.9,140,297.874045
12.3,134,297.974746
13.3,144,298.064387
16.7,163,298.226026
16.6,162,298.403274
12.3,134,298.496482
4.6,57,298.534118
12.4,135,298.642456
12.3,134,298.726313
13.8,149,298.820441
12.3,134,298.90297
12.3,134,299.002362
13.6,147,299.133986
13.1,142,299.22493
16.9,165,299.330595
17.2,168,299.44036
12.3,134,299.523833
12.3,134,299.606607
12.3,134,299.693066
13.1,142,299.787638
4.1,52,299.818345
23.8,234,299.964366
10.4,115,300.034217
13.6,147,300.169553
15.9,155,300.273581
12.3,134,300.355804
12.5,136,300.439942
12.3,134,300.52816
6.9,80,300.577226
12.3,134,300.658803
4.0,51,300.689386
12.3,134,300.779541
12.3,134,300.861728
4.1,52,300.892386
13.9,150,300.990469
12.3,134,301.082069
12.3,134,301.206865
12.3,134,301.30373
12.3,134,301.411783
13.4,145,301.508833
12.3,134,301.590806
5.7,68,301.630133
12.3,134,301.714241
13.7,148,301.811938
12.3,134,301.897881
12.6,137,301.987313
9.1,102,302.048544
13.2,143,302.174992
10.1,112,302.247239
13.7,148,302.357692
16.5,161,302.453443
13.3,144,302.548354
12.5,136,302.632593
15.6,152,302.727236
24.3,239,302.874213
12.3,134,302.965115
16.8,164,303.067906
12.3,134,303.151382
12.3,134,303.324663
12.3,134,303.41069
12.3,134,303.495223
5.7,68,303.550985
12.7,138,303.637503
5.0,61,303.676939
15.7,153,303.797723
12.3,134,303.882381
13.2,143,303.97431
14.0,151,304.074551
16.8,164,304.177435
12.3,134,304.260868
4.5,56,304.29349
15.6,152,304.399096
4.9,60,304.435694
4.5,56,304.47084
13.4,145,304.555527
7.0,81,304.607401
12.3,134,304.69416
16.5,161,304.792383
12.3,134,304.875705
5.1,62,304.914771
12.3,134,305.003304
12.3,134,305.086252
14.0,151,305.180454
4.4,55,305.234793
12.3,134,305.346463
5.3,64,305.419509
5.0,61,305.457848
12.3,134,305.547794
12.3,134,305.630405
13.1,142,305.717896
12.3,134,305.799865
12.3,134,305.886533
9.2,103,305.952901
13.4,145,306.046067
12.3,134,306.124797
12.8,139,306.217251
5.1,62,306.257758
5.4,65,306.301531
24.8,244,306.484283
7.1,82,306.535657
12.3,134,306.618736
5.2,63,306.658395
4.2,53,306.689378
12.3,134,306.77285
13.0,141,306.866563
12.3,134,306.948558
13.4,145,307.041171
6.7,78,307.092723
12.6,137,307.179499
12.3,134,307.286319
12.3,134,307.386959
12.3,134,307.525797
4.8,59,307.561804
12.3,134,307.642149
12.3,134,307.724364
12.3,134,307.811576
8.0,91,307.868646
4.7,58,307.904445
12.3,134,307.992011
3.8,49,308.021879
12.4,135,308.109813
16.1,157,308.210379
12.3,134,308.292871
12.4,135,308.381119
12.3,134,308.497856
12.3,134,308.659022
12.3,134,308.761278
3.4,45,308.801383
12.3,134,308.908535
3.6,47,308.937996
15.7,153,309.041116
12.3,134,309.146267
7.6,87,309.201849
16.3,159,309.321939
3.4,45,309.349874
3.5,46,309.377999
12.3,134,309.468322
17.2,168,309.616916
12.3,134,309.698826
16.6,162,309.803775
17.4,170,309.908868
12.3,134,309.99619
12.3,134,310.077883
40.2,368,310.32026
4.5,56,310.373077
12.3,134,310.468486
12.3,134,310.549733
13.5,146,310.648029
12.3,134,310.729712
4.0,51,310.760465
12.3,134,310.842357
12.3,134,310.930879
28.7,268,311.101828
12.3,134,311.181174
12.3,134,311.265059
6.0,71,311.337019
12.9,140,311.442839
12.3,134,311.526078
16.7,163,311.648473
13.1,142,311.760726
12.3,134,311.846345
12.3,134,311.930568
24.5,241,312.082904
3.4,45,312.112775
12.3,134,312.196501
14.0,151,312.313981
14.0,151,312.419735
4.8,59,312.464346
16.0,156,312.563839
16.6,162,312.662859
12.3,134,312.748089
12.3,134,312.834989
12.5,136,312.920228
3.7,48,312.948346
12.3,134,313.035942
12.3,134,313.124222
12.3,134,313.210389
12.3,134,313.292268
8.0,91,313.347742
5.4,65,313.390997
12.4,135,313.482667
6.6,77,313.528871
7.8,89,313.582262
4.3,54,313.618268
12.9,140,313.714808
6.2,73,313.796807
3.7,48,313.824672
12.3,134,313.913553
12.3,134,313.998075
23.8,234,314.143328
12.3,134,314.228407
38.9,355,314.486783
15.8,154,314.632382
13.3,144,314.78092
12.3,134,314.888939
23.8,234,315.043777
13.8,149,315.134713
12.3,134,315.218538
4.7,58,315.253268
4.7,58,315.292099
4.4,55,315.326815
15.9,155,315.438991
12.3,134,315.546045
12.3,134,315.635488
12.3,134,315.71784
8.1,92,315.774873
12.8,139,315.905908
11.5,126,315.982629
13.1,142,316.076757
12.3,134,316.159662
12.3,134,316.244237
13.1,142,316.370275
7.8,89,316.427307
12.3,134,316.50752
4.5,56,316.547907
12.3,134,316.63422
4.6,57,316.669889
12.3,134,316.75229
7.9,90,316.807592
12.3,134,316.901508
4.5,56,316.936617
11.8,129,317.016601
5.0,61,317.051942
5.9,70,317.096459
5.1,62,317.139023
12.3,134,317.21882
12.3,134,317.301274
12.3,134,317.424403
24.8,244,317.585441
12.3,134,317.665035
4.7,58,317.698985
4.0,51,317.731947
12.3,134,317.816655
7.9,90,317.872777
12.3,134,317.998409
12.3,134,318.085127
13.4,145,318.177209
12.3,134,318.261277
12.3,134,318.344861
12.3,134,318.433141
5.1,62,318.472296
12.3,134,318.558952
10.7,118,318.633597
4.9,60,318.677953
12.3,134,318.823885
6.3,74,318.912508
23.8,234,319.088071
4.3,54,319.121042
12.3,134,319.206051
36.0,341,319.416658
12.3,134,319.495322
6.2,73,319.541842
17.4,170,319.655664
35.3,334,319.861593
8.7,98,319.950517
5.3,64,320.029492
5.2,63,320.08307
4.7,58,320.120493
35.3,334,320.347506
12.3,134,320.452341
12.3,134,320.549857
23.9,235,320.724965
13.0,141,320.808577
12.6,137,320.89756
7.3,84,320.94952
5.6,67,320.991775
12.3,134,321.077705
12.3,134,321.165807
12.3,134,321.250563
5.1,62,321.286879
23.8,234,321.466095
4.0,51,321.496515
5.7,68,321.538849
3.3,44,321.566899
12.3,134,321.653421
12.3,134,321.751613
12.3,134,321.835453
5.8,69,321.880797
24.2,238,322.030578
5.3,64,322.097379
8.7,98,322.17778
4.2,53,322.211249
3.7,48,322.239616
10.1,112,322.309912
3.6,47,322.351549
4.5,56,322.387155
12.3,134,322.493213
17.1,167,322.599924
5.2,63,322.647098
12.3,134,322.728165
12.3,134,322.81082
3.5,46,322.840467
3.9,50,322.872836
12.3,134,322.957828
12.6,137,323.045697
13.6,147,323.143747
17.4,170,323.250901
4.6,57,323.285473
12.3,134,323.369339
6.7,78,323.41924
16.4,160,323.517979
12.3,134,323.601834
35.3,334,323.811259
23.8,234,323.958956
12.3,134,324.042872
23.8,234,324.233777
12.3,134,324.312721
23.8,234,324.463678
46.8,434,324.735478
13.7,148,324.823179
12.3,134,324.911536
5.7,68,324.957242
12.3,134,325.043161
12.3,134,325.127536
12.3,134,325.212298
4.8,59,325.2523
12.5,136,325.338413
3.3,44,325.364328
12.3,134,325.470814
5.2,63,325.520278
4.2,53,325.555982
4.4,55,325.588707
23.8,234,325.787702
12.9,140,325.877306
12.3,134,325.984649
12.3,134,326.071733
4.2,53,326.102479
6.3,74,326.15163
12.3,134,326.242164
13.0,141,326.402724
4.8,59,326.440182
3.5,46,326.469531
8.9,100,326.533788
23.8,234,326.676418
24.9,245,326.831752
4.4,55,326.869061
3.8,49,326.902562
13.8,149,326.994744
23.8,234,327.141008
4.8,59,327.183591
5.9,70,327.225451
12.3,134,327.307682
8.7,98,327.372598
50.2,453,327.686449
27.3,254,327.84928
13.7,148,327.937693
12.8,139,328.024637
12.3,134,328.116712
12.3,134,328.202656
12.3,134,328.284373
12.3,134,328.423626
15.8,154,328.52278
16.4,160,328.621123
23.8,234,328.791613
12.3,134,328.870872
6.6,77,328.922024
13.3,144,329.069363
12.3,134,329.215645
5.8,69,329.259338
12.3,134,329.347105
3.9,50,329.375551
12.3,134,329.459276
12.3,134,329.541553
12.3,134,329.633702
4.2,53,329.665565
3.9,50,329.699771
3.6,47,329.726592
5.0,61,329.767312
13.5,146,329.861228
12.3,134,329.944359
12.3,134,330.026675
12.3,134,330.120725
12.3,134,330.206817
4.1,52,330.23839
3.3,44,330.265753
23.8,234,330.41831
27.9,260,330.616001
12.3,134,330.696153
3.7,48,330.724906
12.3,134,330.842529
6.3,74,330.899883
11.0,121,330.980495
12.3,134,331.100849
12.3,134,331.19031
12.3,134,331.284175
6.3,74,331.368478
17.0,166,331.483832
12.3,134,331.583135
12.3,134,331.66943
12.8,139,331.756434
7.8,89,331.810059
16.1,157,331.912664
12.3,134,332.007625
12.3,134,332.09309
12.3,134,332.192949
12.5,136,332.294065
12.3,134,332.38967
5.7,68,332.43123
12.7,138,332.590626
12.3,134,332.684042
6.0,71,332.728235
12.3,134,332.809735
12.3,134,332.899405
12.3,134,332.986669
7.7,88,333.045928
12.3,134,333.132973
4.6,57,333.168759
5.3,64,333.212305
8.6,97,333.27372
12.3,134,333.355422
24.0,236,333.500086
12.3,134,333.587089
6.6,77,333.634397
12.3,134,333.717515
23.8,234,333.868231
38.6,352,334.090457
6.1,72,334.132936
6.7,78,334.180338
12.3,134,334.261466
14.0,151,334.366876
12.4,135,334.450735
12.9,140,334.536834
3.3,44,334.56419
12.3,134,334.683437
12.3,134,334.779355
12.3,134,334.865334
12.3,134,334.953821
4.1,52,334.98624
12.3,134,335.073401
7.5,86,335.128163
15.9,155,335.227249
3.2,43,335.254508
4.2,53,335.287933
4.6,57,335.323612
7.3,84,335.373083
12.3,134,335.458279
6.9,80,335.509751
5.7,68,335.551818
12.3,134,335.633368
6.7,78,335.685289
12.3,134,335.769344
6.5,76,335.816667
7.7,88,335.869233
23.8,234,336.06041
6.8,79,336.115222
4.1,52,336.146137
6.3,74,336.193162
5.9,70,336.241
6.6,77,336.289223
3.7,48,336.353481
7.9,90,336.405989
12.3,134,336.495319
3.6,47,336.526784
13.3,144,336.64164
7.5,86,336.698559
23.8,234,336.899034
3.4,45,336.932519
7.8,89,336.986974
23.8,234,337.1586
7.5,86,337.214056
8.5,96,337.272907
5.6,67,337.316351
24.3,239,337.47146
7.7,88,337.53206
23.8,234,337.705702
7.5,86,337.756235
3.7,48,337.78476
27.5,256,337.956646
4.1,52,337.987612
4.7,58,338.022444
6.7,78,338.067838
12.3,134,338.157501
7.5,86,338.212173
12.3,134,338.299707
5.7,68,338.342085
3.5,46,338.370063
6.5,76,338.416399
19.8,194,338.533977
12.3,134,338.616857
13.4,145,338.71744
7.5,86,338.775655
7.6,87,338.871045
12.3,134,338.981388
9.9,110,339.055986
4.3,54,339.090004
17.0,166,339.20243
3.4,45,339.2369
12.3,134,339.401356
3.3,44,339.448422
5.3,64,339.499342
7.5,86,339.54989
6.0,71,339.600601
4.2,53,339.635655
4.5,56,339.669423
12.3,134,339.75289
3.9,50,339.783387
15.8,154,339.883009
3.7,48,339.91235
8.0,91,339.973297
12.7,138,340.065377
3.2,43,340.094441
7.5,86,340.147675
6.8,79,340.195634
4.0,51,340.228715
10.6,117,340.303913
5.1,62,340.340451
3.4,45,340.369906
12.3,134,340.453261
3.4,45,340.480712
8.1,92,340.5389
12.7,138,340.621828
12.3,134,340.708104
3.5,46,340.737283
3.8,49,340.767063
5.5,66,340.80917
12.3,134,340.893002
3.1,42,340.922522
7.7,88,341.011984
11.2,123,341.147276
12.3,134,341.237983
23.8,234,341.418029
8.0,91,341.471919
7.7,88,341.52437
7.9,90,341.582965
3.8,49,341.61392
3.4,45,341.642076
12.3,134,341.725905
12.3,134,341.813245
7.7,88,341.867854
4.3,54,341.905258
5.5,66,341.944422
3.9,50,341.978454
12.3,134,342.075943
5.9,70,342.148477
3.7,48,342.177677
7.8,89,342.237772
12.5,136,342.32319
12.3,134,342.431669
7.7,88,342.488417
3.7,48,342.518046
7.9,90,342.600416
3.2,43,342.626261
7.6,87,342.700797
4.8,59,342.748456
12.3,134,342.836132
7.8,89,342.890232
8.0,91,342.94697
6.1,72,342.994709
12.7,138,343.132228
3.9,50,343.164745
23.8,234,343.306178
3.2,43,343.335836
12.3,134,343.418022
8.0,91,343.475173
3.6,47,343.50577
3.9,50,343.537147
12.3,134,343.628142
7.6,87,343.682594
7.8,89,343.738063
12.3,134,343.826401
4.7,58,343.861339
8.0,91,343.921077
12.3,134,344.001758
4.4,55,344.043723
4.9,60,344.080719
7.7,88,344.138496
16.4,160,344.237743
12.8,139,344.329639
6.1,72,344.373566
12.3,134,344.454777
12.3,134,344.542575
7.9,90,344.603081
12.3,134,344.690834
3.2,43,344.717028
3.9,50,344.746987
8.3,94,344.805918
12.3,134,344.889711
12.3,134,344.970568
16.6,162,345.077074
7.8,89,345.167608
3.6,47,345.216488
19.3,189,345.330494
7.7,88,345.385484
12.3,134,345.470435
12.3,134,345.552794
3.8,49,345.581378
4.0,51,345.613016
3.3,44,345.643016
12.3,134,345.727584
8.0,91,345.782655
13.7,148,345.874104
4.4,55,345.912676
3.4,45,345.94126
7.5,86,345.995736
4.7,58,346.029998
3.4,45,346.059121
3.4,45,346.095505
3.6,47,346.126568
8.0,91,346.222175
3.3,44,346.249531
17.0,166,346.391365
12.3,134,346.472608
12.3,134,346.556617
4.2,53,346.588649
6.3,74,346.638374
3.9,50,346.670013
12.3,134,346.750381
3.7,48,346.780959
3.6,47,346.810656
4.0,51,346.845143
3.9,50,346.876003
12.3,134,346.960742
12.3,134,347.044388
8.3,94,347.106085
4.7,58,347.14717
16.9,165,347.295875
7.8,89,347.361728
8.4,95,347.418843
17.4,170,347.521695
5.9,70,347.573029
4.2,53,347.611169
7.7,88,347.698315
3.5,46,347.732075
4.3,54,347.78879
3.6,47,347.819964
4.8,59,347.855433
7.7,88,347.9235
4.4,55,347.961087
4.0,51,347.994784
4.6,57,348.03252
3.3,44,348.058949
3.7,48,348.093708
7.6,87,348.175504
12.3,134,348.259012
12.4,135,348.342506
12.3,134,348.437596
4.3,54,348.468868
12.3,134,348.552745
12.3,134,348.63513
28.4,265,348.805402
4.3,54,348.85301
3.2,43,348.878475
5.7,68,348.918612
7.9,90,348.975518
3.5,46,349.00584
7.7,88,349.072316
20.2,198,349.209861
3.8,49,349.241666
27.2,253,349.438696
7.7,88,349.500815
8.8,99,349.611595
4.5,56,349.670619
3.3,44,349.71957
7.7,88,349.782034
3.4,45,349.807939
4.1,52,349.840124
4.1,52,349.875682
12.3,134,349.955782
5.7,68,349.996521
3.2,43,350.023703
3.3,44,350.053805
3.4,45,350.081787
40.0,366,350.314882
28.3,264,350.480881
4.9,60,350.52112
16.7,163,350.619075
5.4,65,350.658527
36.6,347,350.877059
6.0,71,350.918217
7.7,88,350.970457
12.5,136,351.052399
12.3,134,351.142257
8.6,97,351.212631
39.7,363,351.550134
23.9,235,351.691955
12.3,134,351.778694
16.6,162,351.878323
16.5,161,351.977216
13.1,142,352.064449
23.8,234,352.226386
3.5,46,352.252863
3.3,44,352.279279
12.3,134,352.359602
28.0,261,352.53759
3.8,49,352.566407
24.7,243,352.748557
15.8,154,352.867444
7.8,89,352.924812
5.5,66,352.967453
27.6,257,353.127995
4.7,58,353.16442
4.1,52,353.218818
27.6,257,353.396517
1.6,27,353.413163
4.5,56,353.448032
12.7,138,353.59513
4.2,53,353.628824
28.0,261,353.814456
3.5,46,353.8421
27.8,259,354.003977
9.1,102,354.064919
6.7,78,354.109874
3.2,43,354.137371
17.2,168,354.258348
1.6,27,354.27636
1.6,27,354.295649
12.3,134,354.374013
1.6,27,354.391834
1.6,27,354.409434
1.6,27,354.427192
17.4,170,354.532169
12.6,137,354.625678
3.5,46,354.653173
1.6,27,354.669473
